YEAR,BY YEAR NO,TEAM NO,TEAM,SEED,CURRENT ROUND,SCORE,Opponent,Opponenet Score,Result
2025,2140,1145,Alabama St.,16,68,68,Saint Francis,70,0
2025,2139,1099,Saint Francis,16,68,70,Alabama St.,68,1
2025,2138,1104,North Carolina,11,68,95,San Diego St.,68,1
2025,2137,1097,San Diego St.,11,68,68,North Carolina,95,0
2025,2136,1108,Mount St. Mary's,16,68,83,American,72,1
2025,2135,1144,American,16,68,72,Mount St. Mary's,83,0
2025,2134,1081,Xavier,11,68,86,Texas,80,1
2025,2133,1093,Texas,11,68,80,Xavier,86,0
2025,2132,1141,Auburn,1,64,83,Alabama St.,63,1
2025,2131,1145,Alabama St.,16,64,63,Auburn,83,0
2025,2130,1119,Louisville,8,64,75,Creighton,89,0
2025,2129,1134,Creighton,9,64,89,Louisville,75,1
2025,2128,1114,Michigan,5,64,68,UC San Diego,65,1
2025,2127,1089,UC San Diego,12,64,65,Michigan,68,0
2025,2126,1092,Texas A&M,4,64,80,Yale,71,1
2025,2125,1080,Yale,13,64,71,Texas A&M,80,0
2025,2124,1112,Mississippi,6,64,71,North Carolina,64,1
2025,2123,1104,North Carolina,11,64,64,Mississippi,71,0
2025,2122,1124,Iowa St.,3,64,82,Lipscomb,55,1
2025,2121,1120,Lipscomb,14,64,55,Iowa St.,82,0
2025,2120,1118,Marquette,7,64,66,New Mexico,75,0
2025,2119,1106,New Mexico,10,64,75,Marquette,66,1
2025,2118,1113,Michigan St.,2,64,87,Bryant,62,1
2025,2117,1139,Bryant,15,64,62,Michigan St.,87,0
2025,2116,1131,Florida,1,64,95,Norfolk St.,69,1
2025,2115,1105,Norfolk St.,16,64,69,Florida,95,0
2025,2114,1135,Connecticut,8,64,67,Oklahoma,59,1
2025,2113,1103,Oklahoma,9,64,59,Connecticut,67,0
2025,2112,1115,Memphis,5,64,70,Colorado St.,78,0
2025,2111,1136,Colorado St.,12,64,78,Memphis,70,1
2025,2110,1117,Maryland,4,64,81,Grand Canyon,49,1
2025,2109,1128,Grand Canyon,13,64,49,Maryland,81,0
2025,2108,1110,Missouri,6,64,57,Drake,67,0
2025,2107,1133,Drake,11,64,67,Missouri,57,1
2025,2106,1091,Texas Tech,3,64,82,UNC Wilmington,72,1
2025,2105,1087,UNC Wilmington,14,64,72,Texas Tech,82,0
2025,2104,1123,Kansas,7,64,72,Arkansas,79,0
2025,2103,1142,Arkansas,10,64,79,Kansas,72,1
2025,2102,1095,St. John's,2,64,83,Nebraska Omaha,53,1
2025,2101,1107,Nebraska Omaha,15,64,53,St. John's,83,0
2025,2100,1132,Duke,1,64,93,Mount St. Mary's,49,1
2025,2099,1108,Mount St. Mary's,16,64,49,Duke,93,0
2025,2098,1111,Mississippi St.,8,64,72,Baylor,75,0
2025,2097,1140,Baylor,9,64,75,Mississippi St.,72,1
2025,2096,1102,Oregon,5,64,81,Liberty,52,1
2025,2095,1121,Liberty,12,64,52,Oregon,81,0
2025,2094,1143,Arizona,4,64,93,Akron,65,1
2025,2093,1147,Akron,13,64,65,Arizona,93,0
2025,2092,1138,BYU,6,64,80,VCU,71,1
2025,2091,1084,VCU,11,64,71,BYU,80,0
2025,2090,1083,Wisconsin,3,64,85,Montana,66,1
2025,2089,1109,Montana,14,64,66,Wisconsin,85,0
2025,2088,1098,Saint Mary's,7,64,59,Vanderbilt,56,1
2025,2087,1085,Vanderbilt,10,64,56,Saint Mary's,59,0
2025,2086,1146,Alabama,2,64,90,Robert Morris,81,1
2025,2085,1100,Robert Morris,15,64,81,Alabama,90,0
2025,2084,1126,Houston,1,64,78,SIU Edwardsville,40,1
2025,2083,1096,SIU Edwardsville,16,64,40,Houston,78,0
2025,2082,1129,Gonzaga,8,64,89,Georgia,68,1
2025,2081,1130,Georgia,9,64,68,Gonzaga,89,0
2025,2080,1137,Clemson,5,64,67,McNeese St.,69,0
2025,2079,1116,McNeese St.,12,64,69,Clemson,67,1
2025,2078,1101,Purdue,4,64,75,High Point,63,1
2025,2077,1127,High Point,13,64,63,Purdue,75,0
2025,2076,1125,Illinois,6,64,86,Xavier,73,1
2025,2075,1081,Xavier,11,64,73,Illinois,86,0
2025,2074,1122,Kentucky,3,64,76,Troy,57,1
2025,2073,1090,Troy,14,64,57,Kentucky,76,0
2025,2072,1088,UCLA,7,64,72,Utah St.,47,1
2025,2071,1086,Utah St.,10,64,47,UCLA,72,0
2025,2070,1094,Tennessee,2,64,77,Wofford,62,1
2025,2069,1082,Wofford,15,64,62,Tennessee,77,0
2025,2068,1141,Auburn,1,32,82,Creighton,70,1
2025,2067,1134,Creighton,9,32,70,Auburn,82,0
2025,2066,1114,Michigan,5,32,91,Texas A&M,79,1
2025,2065,1092,Texas A&M,4,32,79,Michigan,91,0
2025,2064,1112,Mississippi,6,32,91,Iowa St.,78,1
2025,2063,1124,Iowa St.,3,32,78,Mississippi,91,0
2025,2062,1106,New Mexico,10,32,63,Michigan St.,71,0
2025,2061,1113,Michigan St.,2,32,71,New Mexico,63,1
2025,2060,1131,Florida,1,32,77,Connecticut,75,1
2025,2059,1135,Connecticut,8,32,75,Florida,77,0
2025,2058,1136,Colorado St.,12,32,71,Maryland,72,0
2025,2057,1117,Maryland,4,32,72,Colorado St.,71,1
2025,2056,1133,Drake,11,32,64,Texas Tech,77,0
2025,2055,1091,Texas Tech,3,32,77,Drake,64,1
2025,2054,1142,Arkansas,10,32,75,St. John's,66,1
2025,2053,1095,St. John's,2,32,66,Arkansas,75,0
2025,2052,1132,Duke,1,32,89,Baylor,66,1
2025,2051,1140,Baylor,9,32,66,Duke,89,0
2025,2050,1102,Oregon,5,32,83,Arizona,87,0
2025,2049,1143,Arizona,4,32,87,Oregon,83,1
2025,2048,1138,BYU,6,32,91,Wisconsin,89,1
2025,2047,1083,Wisconsin,3,32,89,BYU,91,0
2025,2046,1098,Saint Mary's,7,32,66,Alabama,80,0
2025,2045,1146,Alabama,2,32,80,Saint Mary's,66,1
2025,2044,1126,Houston,1,32,81,Gonzaga,76,1
2025,2043,1129,Gonzaga,8,32,76,Houston,81,0
2025,2042,1116,McNeese St.,12,32,62,Purdue,76,0
2025,2041,1101,Purdue,4,32,76,McNeese St.,62,1
2025,2040,1125,Illinois,6,32,75,Kentucky,84,0
2025,2039,1122,Kentucky,3,32,84,Illinois,75,1
2025,2038,1088,UCLA,7,32,58,Tennessee,67,0
2025,2037,1094,Tennessee,2,32,67,UCLA,58,1
2025,2036,1141,Auburn,1,16,78,Michigan,65,1
2025,2035,1114,Michigan,5,16,65,Auburn,78,0
2025,2034,1112,Mississippi,6,16,70,Michigan St.,73,0
2025,2033,1113,Michigan St.,2,16,73,Mississippi,70,1
2025,2032,1131,Florida,1,16,87,Maryland,71,1
2025,2031,1117,Maryland,4,16,71,Florida,87,0
2025,2030,1091,Texas Tech,3,16,85,Arkansas,83,1
2025,2029,1142,Arkansas,10,16,83,Texas Tech,85,0
2025,2028,1132,Duke,1,16,100,Arizona,93,1
2025,2027,1143,Arizona,4,16,93,Duke,100,0
2025,2026,1138,BYU,6,16,88,Alabama,113,0
2025,2025,1146,Alabama,2,16,113,BYU,88,1
2025,2024,1126,Houston,1,16,62,Purdue,60,1
2025,2023,1101,Purdue,4,16,60,Houston,62,0
2025,2022,1122,Kentucky,3,16,65,Tennessee,78,0
2025,2021,1094,Tennessee,2,16,78,Kentucky,65,1
2025,2020,1141,Auburn,1,8,70,Michigan St.,64,1
2025,2019,1113,Michigan St.,2,8,64,Auburn,70,0
2025,2018,1131,Florida,1,8,84,Texas Tech,79,1
2025,2017,1091,Texas Tech,3,8,79,Florida,84,0
2025,2016,1132,Duke,1,8,85,Alabama,65,1
2025,2015,1146,Alabama,2,8,65,Duke,85,0
2025,2014,1126,Houston,1,8,69,Tennessee,50,1
2025,2013,1094,Tennessee,2,8,50,Houston,69,0
2025,2012,1141,Auburn,1,4,73,Florida,79,0
2025,2011,1131,Florida,1,4,79,Auburn,73,1
2025,2010,1132,Duke,1,4,67,Houston,70,0
2025,2009,1126,Houston,1,4,70,Duke,67,1
2025,2008,1131,Florida,1,2,65,Houston,63,1
2025,2007,1126,Houston,1,2,63,Florida,65,0
2024,2006,1067,Connecticut,1,64,91,Stetson,52,1
2024,2005,1026,Stetson,16,64,52,Connecticut,91,0
2024,2004,1060,Florida Atlantic,8,64,65,Northwestern,77,0
2024,2003,1036,Northwestern,9,64,77,Florida Atlantic,65,1
2024,2002,1029,San Diego St.,5,64,69,UAB,65,1
2024,2001,1020,UAB,12,64,65,San Diego St.,69,0
2024,2000,1076,Auburn,4,64,76,Yale,78,0
2024,1999,1012,Yale,13,64,78,Auburn,76,1
2024,1998,1073,BYU,6,64,67,Duquesne,71,0
2024,1997,1062,Duquesne,11,64,71,BYU,67,1
2024,1996,1054,Illinois,3,64,85,Morehead St.,69,1
2024,1995,1042,Morehead St.,14,64,69,Illinois,85,0
2024,1994,1015,Washington St.,7,64,66,Drake,61,1
2024,1993,1064,Drake,10,64,61,Washington St.,66,0
2024,1992,1053,Iowa St.,2,64,82,South Dakota St.,65,1
2024,1991,1027,South Dakota St.,15,64,65,Iowa St.,82,0
2024,1990,1038,North Carolina,1,64,90,Wagner,62,1
2024,1989,1016,Wagner,16,64,62,North Carolina,90,0
2024,1988,1044,Mississippi St.,8,64,51,Michigan St.,69,0
2024,1987,1045,Michigan St.,9,64,69,Mississippi St.,51,1
2024,1986,1032,Saint Mary's,5,64,66,Grand Canyon,75,0
2024,1985,1057,Grand Canyon,12,64,75,Saint Mary's,66,1
2024,1984,1078,Alabama,4,64,109,College of Charleston,96,1
2024,1983,1070,College of Charleston,13,64,96,Alabama,109,0
2024,1982,1072,Clemson,6,64,77,New Mexico,56,1
2024,1981,1039,New Mexico,11,64,56,Clemson,77,0
2024,1980,1075,Baylor,3,64,92,Colgate,67,1
2024,1979,1071,Colgate,14,64,67,Baylor,92,0
2024,1978,1065,Dayton,7,64,63,Nevada,60,1
2024,1977,1040,Nevada,10,64,60,Dayton,63,0
2024,1976,1077,Arizona,2,64,85,Long Beach St.,65,1
2024,1975,1049,Long Beach St.,15,64,65,Arizona,85,0
2024,1974,1056,Houston,1,64,86,Longwood,46,1
2024,1973,1048,Longwood,16,64,46,Houston,86,0
2024,1972,1041,Nebraska,8,64,83,Texas A&M,98,0
2024,1971,1022,Texas A&M,9,64,98,Nebraska,83,1
2024,1970,1013,Wisconsin,5,64,61,James Madison,72,0
2024,1969,1052,James Madison,12,64,72,Wisconsin,61,1
2024,1968,1063,Duke,4,64,64,Vermont,47,1
2024,1967,1018,Vermont,13,64,47,Duke,64,0
2024,1966,1021,Texas Tech,6,64,67,North Carolina St.,80,0
2024,1965,1037,North Carolina St.,11,64,80,Texas Tech,67,1
2024,1964,1050,Kentucky,3,64,76,Oakland,80,0
2024,1963,1035,Oakland,14,64,80,Kentucky,76,1
2024,1962,1061,Florida,7,64,100,Colorado,102,0
2024,1961,1069,Colorado,10,64,102,Florida,100,1
2024,1960,1047,Marquette,2,64,87,Western Kentucky,69,1
2024,1959,1014,Western Kentucky,15,64,69,Marquette,87,0
2024,1958,1033,Purdue,1,64,78,Grambling St.,50,1
2024,1957,1058,Grambling St.,16,64,50,Purdue,78,0
2024,1956,1019,Utah St.,8,64,88,TCU,72,1
2024,1955,1025,TCU,9,64,72,Utah St.,88,0
2024,1954,1059,Gonzaga,5,64,86,McNeese St.,65,1
2024,1953,1046,McNeese St.,12,64,65,Gonzaga,86,0
2024,1952,1051,Kansas,4,64,93,Samford,89,1
2024,1951,1030,Samford,13,64,89,Kansas,93,0
2024,1950,1028,South Carolina,6,64,73,Oregon,87,0
2024,1949,1034,Oregon,11,64,87,South Carolina,73,1
2024,1948,1066,Creighton,3,64,77,Akron,60,1
2024,1947,1079,Akron,14,64,60,Creighton,77,0
2024,1946,1023,Texas,7,64,56,Colorado St.,44,1
2024,1945,1068,Colorado St.,10,64,44,Texas,56,0
2024,1944,1024,Tennessee,2,64,83,Saint Peter's,49,1
2024,1943,1031,Saint Peter's,15,64,49,Tennessee,83,0
2024,1942,1067,Connecticut,1,32,75,Northwestern,58,1
2024,1941,1036,Northwestern,9,32,58,Connecticut,75,0
2024,1940,1029,San Diego St.,5,32,85,Yale,57,1
2024,1939,1012,Yale,13,32,57,San Diego St.,85,0
2024,1938,1062,Duquesne,11,32,63,Illinois,89,0
2024,1937,1054,Illinois,3,32,89,Duquesne,63,1
2024,1936,1015,Washington St.,7,32,56,Iowa St.,67,0
2024,1935,1053,Iowa St.,2,32,67,Washington St.,56,1
2024,1934,1038,North Carolina,1,32,85,Michigan St.,69,1
2024,1933,1045,Michigan St.,9,32,69,North Carolina,85,0
2024,1932,1057,Grand Canyon,12,32,61,Alabama,72,0
2024,1931,1078,Alabama,4,32,72,Grand Canyon,61,1
2024,1930,1072,Clemson,6,32,72,Baylor,64,1
2024,1929,1075,Baylor,3,32,64,Clemson,72,0
2024,1928,1065,Dayton,7,32,68,Arizona,78,0
2024,1927,1077,Arizona,2,32,78,Dayton,68,1
2024,1926,1056,Houston,1,32,100,Texas A&M,95,1
2024,1925,1022,Texas A&M,9,32,95,Houston,100,0
2024,1924,1052,James Madison,12,32,55,Duke,93,0
2024,1923,1063,Duke,4,32,93,James Madison,55,1
2024,1922,1037,North Carolina St.,11,32,79,Oakland,73,1
2024,1921,1035,Oakland,14,32,73,North Carolina St.,79,0
2024,1920,1069,Colorado,10,32,77,Marquette,81,0
2024,1919,1047,Marquette,2,32,81,Colorado,77,1
2024,1918,1033,Purdue,1,32,106,Utah St.,67,1
2024,1917,1019,Utah St.,8,32,67,Purdue,106,0
2024,1916,1059,Gonzaga,5,32,89,Kansas,68,1
2024,1915,1051,Kansas,4,32,68,Gonzaga,89,0
2024,1914,1034,Oregon,11,32,73,Creighton,86,0
2024,1913,1066,Creighton,3,32,86,Oregon,73,1
2024,1912,1023,Texas,7,32,58,Tennessee,62,0
2024,1911,1024,Tennessee,2,32,62,Texas,58,1
2024,1910,1067,Connecticut,1,16,82,San Diego St.,52,1
2024,1909,1029,San Diego St.,5,16,52,Connecticut,82,0
2024,1908,1054,Illinois,3,16,72,Iowa St.,69,1
2024,1907,1053,Iowa St.,2,16,69,Illinois,72,0
2024,1906,1038,North Carolina,1,16,87,Alabama,89,0
2024,1905,1078,Alabama,4,16,89,North Carolina,87,1
2024,1904,1072,Clemson,6,16,77,Arizona,72,1
2024,1903,1077,Arizona,2,16,72,Clemson,77,0
2024,1902,1056,Houston,1,16,51,Duke,54,0
2024,1901,1063,Duke,4,16,54,Houston,51,1
2024,1900,1037,North Carolina St.,11,16,67,Marquette,58,1
2024,1899,1047,Marquette,2,16,58,North Carolina St.,67,0
2024,1898,1033,Purdue,1,16,80,Gonzaga,68,1
2024,1897,1059,Gonzaga,5,16,68,Purdue,80,0
2024,1896,1066,Creighton,3,16,75,Tennessee,82,0
2024,1895,1024,Tennessee,2,16,82,Creighton,75,1
2024,1894,1067,Connecticut,1,8,77,Illinois,52,1
2024,1893,1054,Illinois,3,8,52,Connecticut,77,0
2024,1892,1078,Alabama,4,8,89,Clemson,82,1
2024,1891,1072,Clemson,6,8,82,Alabama,89,0
2024,1890,1063,Duke,4,8,64,North Carolina St.,76,0
2024,1889,1037,North Carolina St.,11,8,76,Duke,64,1
2023,1888,1033,Purdue,1,8,72,Tennessee,66,1
2023,1887,1024,Tennessee,2,8,66,Purdue,72,0
2023,1886,1067,Connecticut,1,4,86,Alabama,72,1
2023,1885,1078,Alabama,4,4,72,Connecticut,86,0
2023,1884,1037,North Carolina St.,11,4,50,Purdue,63,0
2023,1883,1033,Purdue,1,4,63,North Carolina St.,50,1
2023,1882,1067,Connecticut,1,2,75,Purdue,60,1
2023,1881,1033,Purdue,1,2,60,Connecticut,75,0
2023,1880,1011,Alabama,1,64,96,Texas A&M Corpus Chris,75,1
2023,1879,955,Texas A&M Corpus Chris,16,64,75,Alabama,96,0
2023,1878,979,Maryland,8,64,67,West Virginia,65,1
2023,1877,945,West Virginia,9,64,65,Maryland,67,0
2023,1876,961,San Diego St.,5,64,63,College of Charleston,57,1
2023,1875,1003,College of Charleston,12,64,57,San Diego St.,63,0
2023,1874,946,Virginia,4,64,67,Furman,68,0
2023,1873,996,Furman,13,64,68,Virginia,67,1
2023,1872,1001,Creighton,6,64,72,North Carolina St.,63,1
2023,1871,971,North Carolina St.,11,64,63,Creighton,72,0
2023,1870,1006,Baylor,3,64,74,UC Santa Barbara,56,1
2023,1869,953,UC Santa Barbara,14,64,56,Baylor,74,0
2023,1868,974,Missouri,7,64,76,Utah St.,65,1
2023,1867,949,Utah St.,10,64,65,Missouri,76,0
2023,1866,1010,Arizona,2,64,55,Princeton,59,0
2023,1865,965,Princeton,15,64,59,Arizona,55,1
2023,1864,963,Purdue,1,64,58,Fairleigh Dickinson,63,0
2023,1863,998,Fairleigh Dickinson,16,64,63,Purdue,58,1
2023,1862,978,Memphis,8,64,65,Florida Atlantic,66,0
2023,1861,997,Florida Atlantic,9,64,66,Memphis,65,1
2023,1860,999,Duke,5,64,74,Oral Roberts,51,1
2023,1859,968,Oral Roberts,12,64,51,Duke,74,0
2023,1858,958,Tennessee,4,64,58,Louisiana Lafayette,55,1
2023,1857,981,Louisiana Lafayette,13,64,55,Tennessee,58,0
2023,1856,982,Kentucky,6,64,61,Providence,53,1
2023,1855,964,Providence,11,64,53,Kentucky,61,0
2023,1854,985,Kansas St.,3,64,77,Montana St.,65,1
2023,1853,973,Montana St.,14,64,65,Kansas St.,77,0
2023,1852,976,Michigan St.,7,64,72,USC,62,1
2023,1851,950,USC,10,64,62,Michigan St.,72,0
2023,1850,980,Marquette,2,64,78,Vermont,61,1
2023,1849,947,Vermont,15,64,61,Marquette,78,0
2023,1848,993,Houston,1,64,63,Northern Kentucky,52,1
2023,1847,970,Northern Kentucky,16,64,52,Houston,63,0
2023,1846,988,Iowa,8,64,75,Auburn,83,0
2023,1845,1007,Auburn,9,64,83,Iowa,75,1
2023,1844,977,Miami FL,5,64,63,Drake,56,1
2023,1843,1000,Drake,12,64,56,Miami FL,63,0
2023,1842,990,Indiana,4,64,71,Kent St.,60,1
2023,1841,983,Kent St.,13,64,60,Indiana,71,0
2023,1840,987,Iowa St.,6,64,41,Pittsburgh,59,0
2023,1839,966,Pittsburgh,11,64,59,Iowa St.,41,1
2023,1838,944,Xavier,3,64,72,Kennesaw St.,67,1
2023,1837,984,Kennesaw St.,14,64,67,Xavier,72,0
2023,1836,956,Texas A&M,7,64,59,Penn St.,76,0
2023,1835,967,Penn St.,10,64,76,Texas A&M,59,1
2023,1834,957,Texas ,2,64,81,Colgate,61,1
2023,1833,1004,Colgate,15,64,61,Texas ,81,0
2023,1832,986,Kansas,1,64,96,Howard,68,1
2023,1831,992,Howard,16,64,68,Kansas,96,0
2023,1830,1008,Arkansas,8,64,73,Illinois,63,1
2023,1829,991,Illinois,9,64,63,Arkansas,73,0
2023,1828,962,Saint Mary's,5,64,63,VCU,51,1
2023,1827,948,VCU,12,64,51,Saint Mary's,63,0
2023,1826,1002,Connecticut,4,64,87,Iona,63,1
2023,1825,989,Iona,13,64,63,Connecticut,87,0
2023,1824,959,TCU,6,64,72,Arizona St.,70,1
2023,1823,1009,Arizona St.,11,64,70,TCU,72,0
2023,1822,995,Gonzaga,3,64,82,Grand Canyon,70,1
2023,1821,994,Grand Canyon,14,64,70,Gonzaga,82,0
2023,1820,969,Northwestern,7,64,75,Boise St.,67,1
2023,1819,1005,Boise St.,10,64,67,Northwestern,75,0
2023,1818,952,UCLA,2,64,86,UNC Asheville,53,1
2023,1817,951,UNC Asheville,15,64,53,UCLA,86,0
2023,1816,1011,Alabama,1,32,73,Maryland,51,1
2023,1815,979,Maryland,8,32,51,Alabama,73,0
2023,1814,961,San Diego St.,5,32,75,Furman,52,1
2023,1813,996,Furman,13,32,52,San Diego St.,75,0
2023,1812,1001,Creighton,6,32,85,Baylor,76,1
2023,1811,1006,Baylor,3,32,76,Creighton,85,0
2023,1810,974,Missouri,7,32,63,Princeton,78,0
2023,1809,965,Princeton,15,32,78,Missouri,63,1
2023,1808,998,Fairleigh Dickinson,16,32,70,Florida Atlantic,78,0
2023,1807,997,Florida Atlantic,9,32,78,Fairleigh Dickinson,70,1
2023,1806,999,Duke,5,32,52,Tennessee,65,0
2023,1805,958,Tennessee,4,32,65,Duke,52,1
2023,1804,982,Kentucky,6,32,69,Kansas St.,75,0
2023,1803,985,Kansas St.,3,32,75,Kentucky,69,1
2023,1802,976,Michigan St.,7,32,69,Marquette,60,1
2023,1801,980,Marquette,2,32,60,Michigan St.,69,0
2023,1800,993,Houston,1,32,81,Auburn,64,1
2023,1799,1007,Auburn,9,32,64,Houston,81,0
2023,1798,977,Miami FL,5,32,85,Indiana,69,1
2023,1797,990,Indiana,4,32,69,Miami FL,85,0
2023,1796,966,Pittsburgh,11,32,73,Xavier,84,0
2023,1795,944,Xavier,3,32,84,Pittsburgh,73,1
2023,1794,967,Penn St.,10,32,66,Texas ,71,0
2023,1793,957,Texas ,2,32,71,Penn St.,66,1
2023,1792,986,Kansas,1,32,71,Arkansas,72,0
2023,1791,1008,Arkansas,8,32,72,Kansas,71,1
2023,1790,962,Saint Mary's,5,32,55,Connecticut,70,0
2023,1789,1002,Connecticut,4,32,70,Saint Mary's,55,1
2023,1788,959,TCU,6,32,81,Gonzaga,84,0
2023,1787,995,Gonzaga,3,32,84,TCU,81,1
2023,1786,969,Northwestern,7,32,63,UCLA,68,0
2023,1785,952,UCLA,2,32,68,Northwestern,63,1
2023,1784,1011,Alabama,1,16,64,San Diego St.,71,0
2023,1783,961,San Diego St.,5,16,71,Alabama,64,1
2023,1782,1001,Creighton,6,16,86,Princeton,75,1
2023,1781,965,Princeton,15,16,75,Creighton,86,0
2023,1780,997,Florida Atlantic,9,16,62,Tennessee,55,1
2023,1779,958,Tennessee,4,16,55,Florida Atlantic,62,0
2023,1778,985,Kansas St.,3,16,98,Michigan St.,93,1
